Sheet 1: PROJECT CATALYST FUND 9 METRICS - FINAL
,,,,
,,,,
,,,,
PROPOSALS,1105,,,
CHALLENGE FUND PROPOSALS,61,,,
,,,,
,,,,
PROPOSAL SCORES,VOTED,SPONSORED,,
AVG SCORE,4.11,4.37,,
MEDIAN SCORE,4.33,4.47,,
MIN SCORE,1.06,2.21,,
MAX SCORE,5.00,5.00,,
,,,,
,,,,
VOTES PER PROPOSAL,VOTED,SPONSORED,,
AVG VOTES,312,331,,
MEDIAN VOTES,231,293,,
MIN VOTES,110,135,,
MAX VOTES,2572,1152,,
,,,,
,,,,
ADA PER WALLET,,,,
AVG ADA/WALLET,321880,,,
MEDIAN ADA/WALLET,255192,,,
MIN ADA/WALLET,86204,,,
MAX ADA/WALLET,804495,,,
,,,,
,,,,
FUNDED PROPOSAL COUNT,,,,
TOTAL (VOTE) FUNDED,223,,,
TOTAL (SPONSOR) FUNDED,3,,,
TOTAL,226,,,
,,,,
,,,,
PROPOSAL BUDGETS,VOTED,SPONSORED,,
AVG BUDGET,"$129,865.45","$42,411.49",,
MEDIAN BUDGET,"$41,000.00","$27,900.00",,
MIN BUDGET,$100.00,$600.00,,
MAX BUDGET,"$12,800,000.00","$375,000.00",,
,,,,
,,,,
FUNDING,,,,
TOTAL (VOTE) FUNDED,"$12,939,102.00",223,,
TOTAL (SPONSOR) FUNDED,"$54,337.00",3,,
TOTALS,$12993439.00,226,,
AVG (ALL) AMOUNT FUNDED,"$57,493.09",,,
,,,,
,,,,
FUNDING METRICS,VOTED,SPONSORED,,
MIN FUNDED,$100,"$12,000.00",,
MAX FUNDED,"$759,000","$28,837.00",,
AVG FUNDED,"$60,747","$18,112.33",,

All Proposals: Table 1
Proposal,Overall score,Votes cast,YES,NO,Result,Meets approval threshold,REQUESTED $,STATUS,FUND DEPLETION,Reason for not funded status,,AVG ADA /VOTE
DeFi Dashboard Trackr DEX Portfolio,4.87,486,70629347,96323139,-25693792,NO,"$49,500",NOT FUNDED,"$3,171",Approval Threshold,,343524
MULTIPLE THE VALUE OF $220B MARKET,4.67,272,24971928,50920597,-25948669,NO,"$101,899",NOT FUNDED,"$3,171",Approval Threshold,,279017
ADABET.iO |Sports Betting MobileApp,5.00,847,117375774,143454707,-26078933,NO,"$81,015",NOT FUNDED,"$3,171",Approval Threshold,,307946
Mobile Money Bridge & DEX,4.20,146,5340911,31502747,-26161836,NO,"$30,000",NOT FUNDED,"$3,171",Approval Threshold,,252354
Onboarding Sri Lanka,3.44,184,1455668,27731906,-26276238,NO,"$40,500",NOT FUNDED,"$3,171",Approval Threshold,,158628
Coaching Transforms your Life App,3.17,187,1472510,28395478,-26922968,NO,"$19,000",NOT FUNDED,"$3,171",Approval Threshold,,159722
ADAGram- Decentralized Social Media,3.71,181,10222867,37305340,-27082473,NO,"$200,000",NOT FUNDED,"$3,171",Approval Threshold,,262587
Blockchain Educational dApp,4.22,163,6029386,33126704,-27097318,NO,"$48,652",NOT FUNDED,"$3,171",Approval Threshold,,240221
Liquidity Efficient DEX models,4.61,465,76201196,103659016,-27457820,NO,"$91,000",NOT FUNDED,"$3,171",Approval Threshold,,386796
"anetaBTC, decentralized wrapped BTC",4.33,675,69932491,97864549,-27932058,NO,"$165,000",NOT FUNDED,"$3,171",Approval Threshold,,248588
PRISM credentials for the web,4.80,469,72130305,100369189,-28238884,NO,"$49,600",NOT FUNDED,"$3,171",Approval Threshold,,367803
Sharing liquidity between DEXs,4.67,536,71779835,100067414,-28287579,NO,"$52,000",NOT FUNDED,"$3,171",Approval Threshold,,320611
TaChiKu: Deepfake NFTs,4.67,230,18837534,47545228,-28707694,NO,"$95,350",NOT FUNDED,"$3,171",Approval Threshold,,288621
Growing Cardano Global Presence,1.92,183,9687431,39074023,-29386592,NO,"$25,000",NOT FUNDED,"$3,171",Approval Threshold,,266456
ARTIFICIAL INTELLIGENCE ML/Dapps,4.59,356,81450375,111934708,-30484333,NO,"$250,000",NOT FUNDED,"$3,171",Approval Threshold,,543217
NFT Books - Book Token Platform,4.59,498,71823429,102489458,-30666029,NO,"$70,225",NOT FUNDED,"$3,171",Approval Threshold,,350026
Video tutorial for cardano-tools.io,2.76,150,2996518,33969426,-30972908,NO,"$3,000",NOT FUNDED,"$3,171",Approval Threshold,,246440
NFT Powered Pay-Wall System,4.19,151,3897970,35422593,-31524623,NO,"$25,000",NOT FUNDED,"$3,171",Approval Threshold,,260401
Cardafolio.com your yield portfolio,3.04,135,2655782,34376545,-31720763,NO,"$30,000",NOT FUNDED,"$3,171",Approval Threshold,,274314
Voteaire Decentralized IDs,4.00,228,57519007,89332600,-31813593,NO,"$78,880",NOT FUNDED,"$3,171",Approval Threshold,,644086
Ticketing system in Africa,2.67,153,4049234,36268222,-32218988,NO,"$50,000",NOT FUNDED,"$3,171",Approval Threshold,,263513
Antique Tokenization for Fairness,3.00,159,22102711,54328532,-32225821,NO,"$40,000",NOT FUNDED,"$3,171",Approval Threshold,,480700
Chatbot AI for Project Catalyst,4.67,286,72268214,105363331,-33095117,NO,"$40,124",NOT FUNDED,"$3,171",Approval Threshold,,621089
DOON: Decentralized News Platform,4.88,679,85863711,119076675,-33212964,NO,"$138,600",NOT FUNDED,"$3,171",Approval Threshold,,301827
Cardano Sharks,2.81,137,1378151,34792975,-33414824,NO,"$40,000",NOT FUNDED,"$3,171",Approval Threshold,,264023
Student Control System,2.93,129,1483630,35292106,-33808476,NO,"$25,000",NOT FUNDED,"$3,171",Approval Threshold,,285083
ZeroPool Screener,1.87,175,10282710,44227137,-33944427,NO,$340,NOT FUNDED,"$3,171",Approval Threshold,,311485
Hard Fork Cafe,3.12,153,2695043,37407175,-34712132,NO,"$22,200",NOT FUNDED,"$3,171",Approval Threshold,,262106
sustainable usage of energy,3.13,135,1994522,36744570,-34750048,NO,"$58,700",NOT FUNDED,"$3,171",Approval Threshold,,286956
ADIUVAT: Find your place,2.67,147,1048330,36099474,-35051144,NO,"$8,936",NOT FUNDED,"$3,171",Approval Threshold,,252706
Cardano For Musicians,2.56,153,2327551,37482201,-35154650,NO,"$20,000",NOT FUNDED,"$3,171",Approval Threshold,,260194
Delaware DAO,3.13,131,1449516,36622473,-35172957,NO,"$58,000",NOT FUNDED,"$3,171",Approval Threshold,,290626
Plutus Lottery ADA Game,2.90,143,3050889,38372018,-35321129,NO,"$45,000",NOT FUNDED,"$3,171",Approval Threshold,,289671
Tokenizing Income Share - Use Cases,4.94,578,86987615,122326256,-35338641,NO,"$102,214",NOT FUNDED,"$3,171",Approval Threshold,,362135
Support CNFT Jungle,2.71,164,2233385,37895281,-35661896,NO,"$30,000",NOT FUNDED,"$3,171",Approval Threshold,,244687
Digirack: Next Gen CNFT Marketplace,3.06,129,879708,36717870,-35838162,NO,"$39,500",NOT FUNDED,"$3,171",Approval Threshold,,291454
FIRST-EVER MULTI-CREATURE METAVERSE,5.00,677,101737313,137577843,-35840530,NO,"$91,400",NOT FUNDED,"$3,171",Approval Threshold,,353494
Secure Offline Portfolio for crypto,2.19,152,1220629,37859565,-36638936,NO,"$23,000",NOT FUNDED,"$3,171",Approval Threshold,,257107
NOW! NFT GAME NO MORE BORED!!!,4.59,224,7406819,44049204,-36642385,NO,"$57,073",NOT FUNDED,"$3,171",Approval Threshold,,229714
MASCOT GALLERY,2.39,151,813981,37905453,-37091472,NO,"$15,000",NOT FUNDED,"$3,171",Approval Threshold,,256420
Farmer carbon credit validation,4.55,264,11135101,48387880,-37252779,NO,"$88,500",NOT FUNDED,"$3,171",Approval Threshold,,225466
Antiques: The Ideal Blockchain Mkt,2.40,155,799415,38409008,-37609593,NO,"$9,500",NOT FUNDED,"$3,171",Approval Threshold,,252958
NOMICA Incentive Platform,3.12,135,1496007,39617441,-38121434,NO,"$50,000",NOT FUNDED,"$3,171",Approval Threshold,,304544
PillarWheel's NFT ARPG Sim Game,2.81,136,872286,39061790,-38189504,NO,"$28,000",NOT FUNDED,"$3,171",Approval Threshold,,293633
Help The Poor Come Aboard!,2.22,158,1115482,39330337,-38214855,NO,"$15,000",NOT FUNDED,"$3,171",Approval Threshold,,255986
littlefish - Shaping Action,5.00,733,96484517,135325367,-38840850,NO,"$98,667",NOT FUNDED,"$3,171",Approval Threshold,,316248
Market making bots on Cardano,3.94,320,45361265,84622532,-39261267,NO,"$44,250",NOT FUNDED,"$3,171",Approval Threshold,,406199
Job board cardajobs,2.82,145,1820173,41222890,-39402717,NO,"$87,018",NOT FUNDED,"$3,171",Approval Threshold,,296849
C4S-Cardano4Seniors Incubator,3.41,178,2582496,42764834,-40182338,NO,"$225,000",NOT FUNDED,"$3,171",Approval Threshold,,254760
Native Token Incentivize Onboarding,3.00,186,1110648,41512083,-40401435,NO,"$39,000",NOT FUNDED,"$3,171",Approval Threshold,,229154
Coaching for Catalyst Members,2.94,187,1501376,42117366,-40615990,NO,"$36,000",NOT FUNDED,"$3,171",Approval Threshold,,233255
InnovatioFounder KYC & AML Process,4.83,424,55576726,96287799,-40711073,NO,"$60,000",NOT FUNDED,"$3,171",Approval Threshold,,358171
NFT Portfolio & Tax reporting tool,2.39,184,2026000,44574292,-42548292,NO,"$80,000",NOT FUNDED,"$3,171",Approval Threshold,,253262
Community validation Dapp,4.93,502,71333151,114247034,-42913883,NO,"$74,000",NOT FUNDED,"$3,171",Approval Threshold,,369682
DeFi and NFT dashboard for Cardano,4.80,441,66182402,109666573,-43484171,NO,"$88,090",NOT FUNDED,"$3,171",Approval Threshold,,398751
Well-being in Web3,3.08,145,1049105,44825309,-43776204,NO,"$94,000",NOT FUNDED,"$3,171",Approval Threshold,,316375
Cardano Beam - GPS based Assets,4.78,364,61752633,107037078,-45284445,NO,"$155,918",NOT FUNDED,"$3,171",Approval Threshold,,463708
Koios - Side-chain & Chain Analysis,4.20,243,48101130,94238251,-46137121,NO,"$138,000",NOT FUNDED,"$3,171",Approval Threshold,,585759
Dashar Move To Earn On Cardano,2.04,165,968752,47172863,-46204111,NO,"$35,000",NOT FUNDED,"$3,171",Approval Threshold,,291767
CNFT CON KickOff Party,2.71,192,1109548,47953880,-46844332,NO,"$180,000",NOT FUNDED,"$3,171",Approval Threshold,,255539
Help2HEALTH ramping Up to 2B People,4.88,431,66224281,114446896,-48222615,NO,"$93,440",NOT FUNDED,"$3,171",Approval Threshold,,419191
Prediction markets on Cardano,4.51,202,38435991,86918678,-48482687,NO,"$69,000",NOT FUNDED,"$3,171",Approval Threshold,,620568
SDG Impact-Investment Token,5.00,527,77000050,126379439,-49379389,NO,"$88,600",NOT FUNDED,"$3,171",Approval Threshold,,385919
Multisig wallet with fiat on-ramp,4.33,293,49296380,98696770,-49400390,NO,"$365,000",NOT FUNDED,"$3,171",Approval Threshold,,505096
Token Gating on Cardano with CNFTs,4.83,351,45649599,95107284,-49457685,NO,"$50,150",NOT FUNDED,"$3,171",Approval Threshold,,401017
CH2O Africa - ADA NFT Charity 🌎,4.08,224,15184963,65079814,-49894851,NO,"$509,395",NOT FUNDED,"$3,171",Approval Threshold,,358325
There's no We without Me,4.80,384,69987205,120123721,-50136516,NO,"$223,749",NOT FUNDED,"$3,171",Approval Threshold,,495081
CARDANO TV (24hs Live) Corporate TV,4.80,410,59728697,110922298,-51193601,NO,"$49,600",NOT FUNDED,"$3,171",Approval Threshold,,416222
AdaQuest DCrawler Vertical Slice,4.80,390,60679579,112319432,-51639853,NO,"$164,000",NOT FUNDED,"$3,171",Approval Threshold,,443587
Tokenizing Income Share - PoC,4.61,287,63530854,115382810,-51851956,NO,"$268,814",NOT FUNDED,"$3,171",Approval Threshold,,623393
TosiDrop dApp and Audit,4.61,589,57334720,109273021,-51938301,NO,"$100,000",NOT FUNDED,"$3,171",Approval Threshold,,282865
SaaS3:Permissionless Oracle Network,4.43,261,45493237,97545362,-52052125,NO,"$220,000",NOT FUNDED,"$3,171",Approval Threshold,,548041
Cannabis & Hemp Grading App,4.86,509,50284866,102816565,-52531699,NO,"$110,000",NOT FUNDED,"$3,171",Approval Threshold,,300789
V2target-Dual target for ADA holder,4.96,557,73836041,126825078,-52989037,NO,"$67,375",NOT FUNDED,"$3,171",Approval Threshold,,360253
Trybbles NFT AR Pets Development,5.00,528,70102059,123846637,-53744578,NO,"$86,860",NOT FUNDED,"$3,171",Approval Threshold,,367327
Urban Farmer dApp Phase II,4.73,348,55221239,109104246,-53883007,NO,"$175,000",NOT FUNDED,"$3,171",Approval Threshold,,472200
Open Source NFT Analytics Platform,4.73,265,48779241,103835970,-55056729,NO,"$36,800",NOT FUNDED,"$3,171",Approval Threshold,,575906
Aedou - the Language Learning Game,4.87,432,49038383,104216044,-55177661,NO,"$104,000",NOT FUNDED,"$3,171",Approval Threshold,,354756
NFT Swap Infrastructure Templates 2,4.86,366,42742673,98643751,-55901078,NO,"$49,098",NOT FUNDED,"$3,171",Approval Threshold,,386302
Build a Court System Oracle,4.62,295,50914970,107211161,-56296191,NO,"$198,200",NOT FUNDED,"$3,171",Approval Threshold,,536021
APIs for Private Applications,4.33,186,28435505,85342483,-56906978,NO,"$54,000",NOT FUNDED,"$3,171",Approval Threshold,,611710
Cardano Rent DApp,4.79,422,52774875,109722614,-56947739,NO,"$66,570",NOT FUNDED,"$3,171",Approval Threshold,,385065
Cardano Nodes as a Service,4.33,225,33595290,91347574,-57752284,NO,"$59,989",NOT FUNDED,"$3,171",Approval Threshold,,555302
P2P Marketmaker Money Transfer,4.44,223,31689827,90127344,-58437517,NO,"$65,000",NOT FUNDED,"$3,171",Approval Threshold,,546265
Community Endorsement formalized,4.38,205,39834651,98303393,-58468742,NO,"$251,200",NOT FUNDED,"$3,171",Approval Threshold,,673844
Ledger Developer Onboarding Course,4.33,287,30589703,89164851,-58575148,NO,"$43,000",NOT FUNDED,"$3,171",Approval Threshold,,417263
NFT Farming on Cardano with Tangent,4.38,214,31247009,90063001,-58815992,NO,"$74,000",NOT FUNDED,"$3,171",Approval Threshold,,566869
Sequestering farming CO2 dApp,4.74,302,43950442,104190635,-60240193,NO,"$33,400",NOT FUNDED,"$3,171",Approval Threshold,,490533
Decentralizing Telco for Cardano,4.83,383,45151892,105590464,-60438572,NO,"$35,500",NOT FUNDED,"$3,171",Approval Threshold,,393583
CIP - Education Financing,4.33,209,35406418,96089199,-60682781,NO,"$154,400",NOT FUNDED,"$3,171",Approval Threshold,,629166
Building Profitable Cardano Hubs,4.62,273,40201658,100948326,-60746668,NO,"$45,299",NOT FUNDED,"$3,171",Approval Threshold,,517033
Tangent - Redeemable NFTs Launchpad,4.47,204,31009181,92328853,-61319672,NO,"$69,500",NOT FUNDED,"$3,171",Approval Threshold,,604598
Launch Social Design Academy [SDA],4.83,318,36595326,97924570,-61329244,NO,"$48,400",NOT FUNDED,"$3,171",Approval Threshold,,423019
Cardano loyalty systems for Dapps,4.80,330,50218289,111762602,-61544313,NO,"$63,000",NOT FUNDED,"$3,171",Approval Threshold,,490851
W3:RIDE : The future of cycling,4.38,215,31573390,93215765,-61642375,NO,"$84,000",NOT FUNDED,"$3,171",Approval Threshold,,580415
Trust-less non-custodial L2 NFT DEX,4.67,279,55568170,118331808,-62763638,NO,"$264,600",NOT FUNDED,"$3,171",Approval Threshold,,623297
Dandelion: Decentralized Web3 APIs,4.61,322,41666622,105084630,-63418008,NO,"$90,000",NOT FUNDED,"$3,171",Approval Threshold,,455749
IoT/M2M Oracle Platform Development,2.67,178,12972360,76474456,-63502096,NO,"$70,000",NOT FUNDED,"$3,171",Approval Threshold,,502510
Wada Product Integrations,4.55,243,43555565,107538355,-63982790,NO,"$128,000",NOT FUNDED,"$3,171",Approval Threshold,,621786
Anonymity & data control w ZEKE (3),4.71,282,42463266,106821032,-64357766,NO,"$110,000",NOT FUNDED,"$3,171",Approval Threshold,,529377
Scaling ArtSuite NFT4Good Platform,4.38,250,41783619,107743445,-65959826,NO,"$258,900",NOT FUNDED,"$3,171",Approval Threshold,,598108
Rythmeet:P2P music network platform,4.78,331,43587978,109572828,-65984850,NO,"$73,000",NOT FUNDED,"$3,171",Approval Threshold,,462721
Private NFT Gates - Revelar,4.44,196,26773740,92862558,-66088818,NO,"$105,250",NOT FUNDED,"$3,171",Approval Threshold,,610389
SPOs Impact Dashboard,4.38,211,20885396,87068862,-66183466,NO,"$12,975",NOT FUNDED,"$3,171",Approval Threshold,,511632
Perma-music rmNFT Marketplace,4.45,202,23236433,90130495,-66894062,NO,"$73,000",NOT FUNDED,"$3,171",Approval Threshold,,561222
PeakChain Cardano Car Wallet Device,4.26,222,46243562,113198938,-66955376,NO,"$358,300",NOT FUNDED,"$3,171",Approval Threshold,,718209
Metaverse Jobs & Gigs,4.33,224,29836299,97294234,-67457935,NO,"$100,000",NOT FUNDED,"$3,171",Approval Threshold,,567547
Ecosystem of Hotels on Cardano,4.59,251,33823986,102043375,-68219389,NO,"$28,750",NOT FUNDED,"$3,171",Approval Threshold,,541304
Decentralized Health Info Exchange,4.37,177,17199901,86378858,-69178957,NO,"$27,000",NOT FUNDED,"$3,171",Approval Threshold,,585191
C64 Wallet - Extension Tool,4.78,299,44072264,113318524,-69246260,NO,"$86,000",NOT FUNDED,"$3,171",Approval Threshold,,526391
Transactions for Bank credits score,4.53,192,20894179,90760094,-69865915,NO,"$50,000",NOT FUNDED,"$3,171",Approval Threshold,,581533
Global Collaboration Platform,4.40,185,19056597,88951578,-69894981,NO,"$57,000",NOT FUNDED,"$3,171",Approval Threshold,,583828
Custom AI tools & growth paths,4.67,274,43431148,113854685,-70423537,NO,"$234,000",NOT FUNDED,"$3,171",Approval Threshold,,574036
Trybbles NFT AR Pets Art & Assets,4.75,310,44163151,114856194,-70693043,NO,"$98,860",NOT FUNDED,"$3,171",Approval Threshold,,512966
Fiat Payments for NFTs - Revelar,4.78,394,45358465,116822645,-71464180,NO,"$162,400",NOT FUNDED,"$3,171",Approval Threshold,,411627
Adaglass Platform: Deep Dives,4.33,168,17187474,89186075,-71998601,NO,"$62,475",NOT FUNDED,"$3,171",Approval Threshold,,633176
Synthetic Asset Marketplace,4.53,288,36926560,109182297,-72255737,NO,"$179,000",NOT FUNDED,"$3,171",Approval Threshold,,507322
NFT Film Distribution Dapp&Showcase,4.73,311,42325728,114744704,-72418976,NO,"$149,820",NOT FUNDED,"$3,171",Approval Threshold,,505050
Digital Assisted Midwifery,4.61,225,33746877,106280372,-72533495,NO,"$71,070",NOT FUNDED,"$3,171",Approval Threshold,,622343
Citizen Assemblies for Democracy,4.67,287,30513412,103630501,-73117089,NO,"$50,000",NOT FUNDED,"$3,171",Approval Threshold,,467400
Projects Analytics Supertool,4.50,180,32539983,105844814,-73304831,NO,"$55,000",NOT FUNDED,"$3,171",Approval Threshold,,768804
Web3 Marketing Campaigns Platform,4.67,230,33659377,107021787,-73362410,NO,"$49,800",NOT FUNDED,"$3,171",Approval Threshold,,611657
EZ-Mint Open Source NFT minting API,4.33,175,17762323,91417223,-73654900,NO,"$68,900",NOT FUNDED,"$3,171",Approval Threshold,,623883
A better data source owned by you,4.57,202,30578463,104266140,-73687677,NO,"$68,000",NOT FUNDED,"$3,171",Approval Threshold,,667548
PlayerMint: Web 3.0 Arcade,4.67,289,33700354,107522527,-73822173,NO,"$85,000",NOT FUNDED,"$3,171",Approval Threshold,,488660
NFTs + smart legal contracts,4.24,163,17664183,91844116,-74179933,NO,"$50,000",NOT FUNDED,"$3,171",Approval Threshold,,671830
Smart Card Hardware Wallet,2.83,187,19855477,94242272,-74386795,NO,"$80,000",NOT FUNDED,"$3,171",Approval Threshold,,610148
DeFi Access from Mobile Devices,4.55,229,30874547,105891299,-75016752,NO,"$118,200",NOT FUNDED,"$3,171",Approval Threshold,,597231
Cardano Social Hub,4.42,207,13711183,88983390,-75272207,NO,"$60,000",NOT FUNDED,"$3,171",Approval Threshold,,496109
Indico: Knowledge Brokering,4.59,228,29126547,104543539,-75416992,NO,"$94,000",NOT FUNDED,"$3,171",Approval Threshold,,586272
Minimizing Risk in the NFT Market!,4.44,178,15702225,91162766,-75460541,NO,"$49,500",NOT FUNDED,"$3,171",Approval Threshold,,600365
Increase Cardano peer-review papers,4.51,234,29585220,105265582,-75680362,NO,"$110,000",NOT FUNDED,"$3,171",Approval Threshold,,576285
Homeless Hub Hackathon,4.83,357,39708338,115425722,-75717384,NO,"$67,170",NOT FUNDED,"$3,171",Approval Threshold,,434549
Zero Knowledge Ads by Profila (1/4),4.24,194,28537735,104387765,-75850030,NO,"$174,000",NOT FUNDED,"$3,171",Approval Threshold,,685183
Bashoswap - non-batching AMM DEX,4.33,181,16409828,92540354,-76130526,NO,"$76,000",NOT FUNDED,"$3,171",Approval Threshold,,601935
Global Levelling Up of Education CP,4.28,199,39593919,116147629,-76553710,NO,"$240,000",NOT FUNDED,"$3,171",Approval Threshold,,782621
Governance Services Guild,4.61,220,25128291,101747827,-76619536,NO,"$51,600",NOT FUNDED,"$3,171",Approval Threshold,,576710
FML : P2P sync licensing protocol,4.72,258,33613026,110322015,-76708989,NO,"$128,700",NOT FUNDED,"$3,171",Approval Threshold,,557888
Bring NFT To Life,4.88,388,39355228,116071559,-76716331,NO,"$38,600",NOT FUNDED,"$3,171",Approval Threshold,,400585
Cardahub-One Stop Shop for CNFT,4.38,180,16281065,93508461,-77227396,NO,"$33,600",NOT FUNDED,"$3,171",Approval Threshold,,609942
DAO-NET: Voting Wallet Integration,4.67,238,24997018,102391190,-77394172,NO,"$30,000",NOT FUNDED,"$3,171",Approval Threshold,,535245
Add ADA to 1st NFT Marketplace-MENA,4.57,238,33106260,110678227,-77571967,NO,"$111,300",NOT FUNDED,"$3,171",Approval Threshold,,604137
LitterWeek Competition for schools,3.96,178,14224641,92221139,-77996498,NO,"$160,000",NOT FUNDED,"$3,171",Approval Threshold,,598010
TADAStake - A Distribution Platform,4.80,358,39573109,117991399,-78418290,NO,"$168,000",NOT FUNDED,"$3,171",Approval Threshold,,440124
PeakChain Car-Sharing Platform,4.49,215,26261140,104826946,-78565806,NO,"$85,500",NOT FUNDED,"$3,171",Approval Threshold,,609712
Startverse: Marketplace Portal,4.58,196,27582481,106276146,-78693665,NO,"$50,000",NOT FUNDED,"$3,171",Approval Threshold,,682952
ALGAE RHYTHM to save the biospheres,4.13,198,30761715,109497377,-78735662,NO,"$212,000",NOT FUNDED,"$3,171",Approval Threshold,,708379
Cardano NO MORE Plastic Straws |C4O,4.79,395,42295927,122063744,-79767817,NO,"$86,708",NOT FUNDED,"$3,171",Approval Threshold,,416100
Like Kahoot - Quiz and bet with ADA,4.30,172,9298972,89328934,-80029962,NO,"$39,500",NOT FUNDED,"$3,171",Approval Threshold,,573418
Agricultural sustainability index,4.67,267,25977213,106076088,-80098875,NO,"$91,200",NOT FUNDED,"$3,171",Approval Threshold,,494582
Global Cannabis Listing Platform,4.67,281,30672589,110801089,-80128500,NO,"$105,000",NOT FUNDED,"$3,171",Approval Threshold,,503465
On-Chain Tilemaps for Game Worlds,4.05,145,5144194,85445576,-80301382,NO,"$10,500",NOT FUNDED,"$3,171",Approval Threshold,,624757
Cardano Virtual Experiences Toolbox,4.67,246,33665386,113990380,-80324994,NO,"$149,700",NOT FUNDED,"$3,171",Approval Threshold,,600227
Advanced Cardano NFT Search Engine,4.53,218,24870844,105440005,-80569161,NO,"$56,550",NOT FUNDED,"$3,171",Approval Threshold,,597756
Profila privacy ledger - 3dP access,4.67,283,28945132,109532540,-80587408,NO,"$97,000",NOT FUNDED,"$3,171",Approval Threshold,,489320
Onboard Freelancers to any projects,4.42,233,15574322,96810508,-81236186,NO,"$48,900",NOT FUNDED,"$3,171",Approval Threshold,,482338
Supply Chain 4 Legal Cannabis/Hemp,4.67,266,26103660,107500029,-81396369,NO,"$115,000",NOT FUNDED,"$3,171",Approval Threshold,,502270
Rarety.io : No-Code NFT Launchpad,4.13,150,8354409,90235119,-81880710,NO,"$25,000",NOT FUNDED,"$3,171",Approval Threshold,,657264
Impact Staking: STaaS for Good,4.00,152,4475498,86479157,-82003659,NO,"$39,250",NOT FUNDED,"$3,171",Approval Threshold,,598386
Decentralized Next-Gen Edge AI,4.58,200,20857755,102893582,-82035827,NO,"$50,000",NOT FUNDED,"$3,171",Approval Threshold,,618757
Professional Cardano NFT Content,4.03,149,6609022,88687835,-82078813,NO,"$35,000",NOT FUNDED,"$3,171",Approval Threshold,,639576
NFT Store Builder,4.09,157,8447973,90598052,-82150079,NO,"$50,000",NOT FUNDED,"$3,171",Approval Threshold,,630866
Inukshuk Clinical Smart Contracts,3.83,148,5798208,88119794,-82321586,NO,"$74,000",NOT FUNDED,"$3,171",Approval Threshold,,634581
Investor Network Community Platform,3.86,136,4747811,87298422,-82550611,NO,"$36,300",NOT FUNDED,"$3,171",Approval Threshold,,676811
Web3 NFT Tokengated for eCommerces,4.42,172,8282579,91297684,-83015105,NO,"$48,600",NOT FUNDED,"$3,171",Approval Threshold,,578955
5-6 lang Short Explainer Animations,4.05,136,3523103,86730868,-83207765,NO,"$19,000",NOT FUNDED,"$3,171",Approval Threshold,,663632
Startup Launchpad & Crowdfunding,4.01,144,5736293,88999299,-83263006,NO,"$55,000",NOT FUNDED,"$3,171",Approval Threshold,,657886
Social network for deep connections,4.05,166,5537079,88820251,-83283172,NO,"$36,500",NOT FUNDED,"$3,171",Approval Threshold,,568418
P2P NFT Trading and Offers Market,4.12,145,4626783,87910932,-83284149,NO,"$25,000",NOT FUNDED,"$3,171",Approval Threshold,,638191
"AdaStamp: signing, workflows",4.54,331,54227709,137817027,-83589318,NO,"$660,000",NOT FUNDED,"$3,171",Approval Threshold,,580196
Social Images: Stock Photos as CNFT,4.11,139,5343762,89070144,-83726382,NO,"$36,000",NOT FUNDED,"$3,171",Approval Threshold,,679237
Decentralized Newsletter Service,4.11,173,9127240,93294354,-84167114,NO,"$85,000",NOT FUNDED,"$3,171",Approval Threshold,,592032
Keyword Coin Price Widget for Sites,3.97,138,3929980,88125489,-84195509,NO,"$47,800",NOT FUNDED,"$3,171",Approval Threshold,,667069
Startverse-Metaverse for Startups,4.67,259,31921274,116337297,-84416023,NO,"$100,000",NOT FUNDED,"$3,171",Approval Threshold,,572427
Online tools for generative artists,3.93,157,5392156,89820268,-84428112,NO,"$96,050",NOT FUNDED,"$3,171",Approval Threshold,,606449
Create Value For Screenplay Writers,4.09,140,4116922,88577766,-84460844,NO,"$60,000",NOT FUNDED,"$3,171",Approval Threshold,,662105
C4S - Cardano for Seniors Hub,4.25,196,20386123,104984961,-84598838,NO,"$50,000",NOT FUNDED,"$3,171",Approval Threshold,,639648
Datapods - Reclaim Your Data.,4.08,145,5615189,90448420,-84833231,NO,"$98,200",NOT FUNDED,"$3,171",Approval Threshold,,662508
Ecosystem Map-Community Wayfinding,4.38,203,9127132,94247266,-85120134,NO,"$91,780",NOT FUNDED,"$3,171",Approval Threshold,,509233
Open Source Citizen Science Apps,3.15,148,10568723,95697813,-85129090,NO,"$125,000",NOT FUNDED,"$3,171",Approval Threshold,,718017
On Chain NFT Notifications,4.09,138,3384974,88545661,-85160687,NO,"$35,000",NOT FUNDED,"$3,171",Approval Threshold,,666164
Reduce NFT scam risks at Cardano,4.15,160,4625386,90119515,-85494129,NO,"$40,300",NOT FUNDED,"$3,171",Approval Threshold,,592156
LetsWork platform on Cardano,4.59,216,21378906,106877744,-85498838,NO,"$78,300",NOT FUNDED,"$3,171",Approval Threshold,,593781
“Cardania” educative board game,4.05,145,3450298,89032909,-85582611,NO,"$54,220",NOT FUNDED,"$3,171",Approval Threshold,,637815
Trybbles NFT AR Pets Prototyping,4.33,186,6866354,92618108,-85751754,NO,"$36,000",NOT FUNDED,"$3,171",Approval Threshold,,534863
PLUTUS.ART: NEW KIND OF MARKETPLACE,4.26,203,20703442,107023866,-86320424,NO,"$96,000",NOT FUNDED,"$3,171",Approval Threshold,,629199
